object_id,text,text_type,label,ai_model
19,"Sumpah kecewa berat, gw banget kecewa parah bertahun"" akun di bekukan secara sepihak seharus pembekuan itu di buka secara otomatis apa bila konsumen sudah ga ada masalah baik di shopee letter ataupun di sipinjam ini sampai saat ini akun masih seperti mayat hidup... tolong di perbaiki untuk kepuasan konsumen Bikin males belanja kalau kayak gini terus.",review,1,gemini
20,"Sumpah ya... mungkin ini kedengaran spele tapi cok ngeselin anying, gw nyari celana buat tinggi 180cm (panjang bawahan celana ilnya itu 102-108cm, tapi ga pernah ada cokkk, terus yang disaranin juga yang ukurannya ga pas digua (ALLSIZE) yang bisa dibilang panjang bawahan nya itu cuman 97-100cm doanggggggg, terus juga kalo saraninnya cuma ALLSIZE, ngapain nyuruh kita buat ngisi tabel badan kek tinggi badan, berat badan, lingkar pinggang, dll. percuma cok. Tolong diperbaiki dong, jangan merugikan konsumen gini!",review,1,gemini
21,"Senang banget langganan di sini, okeh siap untuk pesanan kan selamat datang di blog ini dan kasih sayang unit beacukai ram 6 64 LCD ORI retak tompel ram 6 64 LCD ORI retak tompel ram 6 y gan solusinya adalah tempat TT dan Warner ttttttt nya mah pindah tali pusat pada bayi yang Rekomendasi banget deh pokoknya!",review,1,gemini
22,"Ada plus minusnya sih... Aplikasinya udah mantap bgt.. cuma dari beberapa bulan lalu di pencariannya suka bug.. kadang sering ngeselin banget.. aku udah nulis barang yang sesuai, pas udah di enter langsung berubah jadi pencarian lain... jdi sering ngetik 2x di pencariannya.. tolong untuk developer shope diperbaiki ya.. Tolong diperbaiki lagi kekurangannya biar makin oke.",review,1,gemini
23,"Kecewa parah asli, Gw telah beberapa kali menghubungi customer service, namun hanya diminta menunggu tanpa adanya kepastian waktu penyelesaian. Akibat kejadian ini: - Aktivitas dan pekerjaan gw terganggu - Dana gw tertahan - Gw mengalami kerugian waktu dan operasional Dengan surat ini gw meminta: 1. Penyelesaian transaksi secepatnya 2. Pengembalian dana penuh apabila transaksi gagal 3. Penjelasan resmi terkait penyebab kendala 4. Kepastian waktu penyelesaian Kapok banget, gak mau pake lagi!",review,1,gemini
24,"Aplikasi andalan aku banget nih, Yg gua suka pas reture barang begitu barang di antar duit langsung masuk rekening , minusnya cuma kadang pengiriman agak ngeselin padahal rreguler tp sesekali aja sih kadang pengiriman suka lama tp ada juga yg cepet pengiriman nya Puas banget, pertahankan terus layanannya!",review,1,gemini
25,"Mantap jiwa, selalu langganan, please bantu gw mudah untuk login dengan email baru dan nomor hp yang lama... gw ga bisa login gara-gara nomor hp yang sama namun email yang beda. Email lama gw sudah kehapus! Bintang lima gak pake ragu!",review,1,gemini
26,"Lumayan lah ya, Untuk bagian Kurirnya/Expedisi, tolong lahh..paket sampai sesuai estimasi, jangan di tunda"", klo ngga bisa kirim paket ngga ush jadi kurirnya lu... Udh sering bgt gue kena kurirnya expedisi kya gini, gue beli barang, bukan sekali 2x, bukan soal murah pol ada mahalnya itu barang, klo lu (kurirnya) mau di hargai costumer, lu juga mesti hargai barang yg mereka order lahh..jangan seenaknya aja lu tahan"" di gudang sampe berhari"".. Awal shopee mantap bgt, makin kesini makin ngaco kurirnya.. Ya standar aja sih layanannya.",review,1,gemini
27,"Makin ke sini kok makin parah ya, shopee tolong untuk fitur fiturnya di pisahkan saja menjadi beberapa apk, jangan numpuk di dalam 1 apk, ini hp tiap gw mau login shoppe pasti ngeframe lama bgt, hp gw sampai gamau hidup gara-gara terlalu banyak fitur shopee yang harus di download di dalam 1 apk🙏 Nyesel banget sumpah!",review,1,gemini
28,"Asli ini mengecewakan banget, Maling data, mau pengajuan penghapusan di tolak alasan nya karna voucher padahal akun aku udah gak aktif 2 tahun lebih. Mungkin mau di salah gunakan dataku sama shopee. Mending klen hapus aja apk shopee, belanja di tiktok aja lebih murah pol, cepet parah, hemat Bikin males belanja kalau kayak gini terus.",review,1,gemini
29,"Standar aja sih menurutku, produk yang di jual di Shopee sekarang jujur kualitas nya berkurang, padahal selama ini aku klo belanja di Shopee selalu puas dgn produk nya, yg toko nya ratingnya 4.8 4.9 dan 5.0 dan terjual ribuan pcs, sekarang banyak produk kualitas ga sesuai dgn harga di 2026 kualitas produk menurun, apa ada dengan standar sop di Shopee ini Pelayanannya biasa banget sih.",review,1,gemini
30,"Sumpah ya... tolong kalau membuat iklan sedikit lebih mudah di lewati gara-gara aku sedang mengedit tugas kuliah aku di apk editor dan muncul iklan shopee aku ingin menekan lewati tetapi malah masuk ke shopee dan alhasil tugas kuliah aku hilang padahal besok harus di kumpulkan dan bila kalian ingin tahu,aku mengerjakan ini 5jam untuk Desain dan video iklan produk yang mantap bgt,sudah hampir selesai malah hilang... aku kecewa parah Bener-bener kacau pelayanannya.",review,1,gemini
31,"Bener-bener ngebantu banget nih. Makasih banyak Shopee atas program gratis ongkir dan berbagai diskon yang banget membantu. Dengan adanya promo ini, belanja menjadi lebih hemat dan menyenangkan. Semoga Shopee terus memberikan layanan dan promo terbaik untuk para pengguna 🥰 Puas banget, pertahankan terus layanannya!",review,1,gemini
32,"Aduh, bener-bener bikin emosi. main blockzi bikin kesel yah klo udh babak terakhir selalu di persulit, sengaja gk bikin gk bisa di selesein biar gak bisa menang, curang bgt ngabisin kuota doank, udh 2 kali ini kejadian begini padahal idh update si Shopee tapi ttp aja gitu padahal itu yg bikin semangat belanja di Shopee gara-gara bs lbh murah pol kepotong dari koin permainan ini. kecewa parah😠 Kapok banget, gak mau pake lagi!",review,1,gemini
33,"Aplikasi andalan aku banget nih, ini toko anline paling mantep sih bagi gw soalnya tuh gak pelit voucer, apalagi pake shopee vip 6 bulan 29 ribuan doang voucer melimpah lagi, kaloada bintang sepuluh mah gua kasih bintang 11 Top bgt pokonya mah!",review,1,gemini
34,"Mantap jiwa, selalu langganan, halo Shopee..makasih ya udah banyak kasih aku voucher2,dan gratis ongkirnya..makasih juga pelayanannya nya banget memuaskan..juga harganya terjangkau..dan aku bersyukur bisa beli barang2 yg di perlukan..semoga Shopee tetap jadi yg terdepan diantara yg lain..sukses selalu dan semoga Tuhan memberkati senantiasa, dan slalu diberikan kesehatan serta kelancaran dlm segala hal.. makasih ya..buat semua team kerja nya juga..makasih juga tuk pelayanannya para penjual serta kurirnya yg baik dan ramah.God Bless. Selalu puas belanja di sini, sukses terus ya!",review,1,gemini
35,Bener-bener kapok deh. data sy msh terdaftar di akun dan ga bisa di pake di akun baru.. cerita ny gini aq hapus akun lama dan setelah login di gogle email yg sm sebelum nya..dan pas ajuin shop pay ga bisa karna ktp sy msh terdaftar di akun lain.. padahal sama2 pake email inilah akun yg di hapus dan akun baru..udh 3x msh gini jg tetep gak bisa Jangan sampai deh kalian ngalamin juga.,review,1,gemini
36,"Gak habis pikir sama sistemnya, Hati hati bertransaksi di platform ini. Di platform ini kalau punya masalah gak ngasih penyelesaian, disuruh chat Instagram, Customer Service. Mereka gak baca masalah kalian dengan serius, cuman ngasih kalimat maaf terus kabur tanpa menyelesaikan masalahnya. Di platform ini hak kalian sebagai pembeli dibatasi, serasa gak punya hak sebagai pembeli kalo di shopee mah. Minta kompensasi yang dimana kasusnya bukan salah penggunanya. Malah dikasih kalimat maaf doang Nyesel banget sumpah!",review,1,gemini
37,"Makin ke sini kok makin parah ya, YTH kurirnya shopee tolong ya kalo ada pembayaran via cod YBS tidam ada dirumah mohon diantar nanti aja jangan dibebankan ke tetangga krn banget merepotkan,ga hanya sekaki brrkali kali udah bayarnya susah, tolong YTH kurirnya dan cust cod jangan suka membebankan pembayaran lewat tetangga yg dirumah krn jadi beban kami Bikin males belanja kalau kayak gini terus.",review,1,gemini
38,"Alhamdulillah selalu puas, jdgdifdksfei yg di rumah ku ingin dapat mengetahui apa itu adalah format file yang ambil bagian di rumah minimalis bisa bisa bisa dilakukan dengan cara yang bisa kita lakukan untuk mengetahui bahwa ada beberapa cara ini bisa bisa bisa jadi pilihan di bisa di rumah minimalis bisa bisa bisa dilakukan dengan cara di atas bisa berubah kapan di bisa di bisa bisa jadi ini bisa bisa bisa dilakukan dengan car dilakukan untuka bisa dilakmenggunakan internet yang bisa bisa jadi gara-gara bisa bisa bisa bias Puas banget, pertahankan terus layanannya!",review,1,gemini
39,"Sumpah kecewa berat, sekarang shopee sistem retur tau pengembalian barangnya banget sulit beda dengan apk sebelah returan langsung di acc sekarang ini marak sekali barang refurbish atau odm barang ga layak di jual di seluruh market place makanya banyak konsumen yang ketipu dan banget sulit buat melakukan retur sekarang ini harus lebih hati hati belanja di seluruh market place Bener-bener kacau pelayanannya.",review,1,gemini
40,"Bener-bener ngebantu banget nih. shopee online shop yg bener2 murah pol prdknya n bnyk koin2ny yg BS didapat n bs utk dijadikan potongan hrg, n shopeepay nya jg banget bermanfaat sx, mantap shopee smg makin maju n bikin nyaman terus pengguna dgn layanannya🙏 Top bgt pokonya mah!",review,1,gemini
41,"Parah banget sih ini, tolong dong di upgrade kalo paket status nya sudah di kurirnya cantumkan no kurirnya nya. paket di scan kurirnya jam 06:07 sampai jam 13:24 masa blum sampai² chat Customer Service nya ga bisa kasi masukan mau kabarin abang kurirnya gabisa karna gada nomor nya.. Kapok banget, gak mau pake lagi!",review,1,gemini
42,Ada plus minusnya sih... kok cod nya GK bisa kak padahal cod bayar di tempat itu lebih baik dibandingkan bayar langsung diaplikasi kasihan para kurirnya yang antar kak mohon kembalikan fitur cod nya kak Tolong diperbaiki lagi kekurangannya biar makin oke.,review,1,gemini
43,"Kadang bagus, kadang bikin kesel, ya gw gk tahu masalah saldo minimum buat cek out udah dibenerin apa gk, karna masih ketolong seabank sebab gk pakai shopee pay admin nya mahal drpd saingannya disamping limit bebas admin transfer saldo dan top up banyak ternyata ada kekurangan juga, sebagai user yg jarang pake e-wallet ya kurang si shopee pay Semoga bisa lebih baik lagi ke depannya.",review,1,gemini
44,"Nyesek banget rasanya, Makin lama buka aplikasinya makin lag, sudah dibersihkan cache, malah hilang ke reset barang yang lagi mau dibeli, harus cari lagi scroll lagi. sekarang barang sudah diterima ga bisa langsung nilai, nunggu beberapa hari Baru bisa dinilai tapi minta ulasan foto dan video. aneh barang udah kemana beberapa hari kemudian baru minta foto dan video, ntah apa yang ada di pikiran apk shopee. parahnya lagi ada biaya tambahan pelayanannya, pelayanannya apa coba,aku belanja, aku yang pilih aku yang bayar Jangan sampai deh kalian ngalamin juga.",review,1,gemini
45,"Bener-bener kapok deh. aku paling ga puas sama iklan nya kadang muncul di apk lain, bahkan tanda x nya kadang teransparan, dan suka mendadak masuk apk nya, bahkan sudah beberapa kali hp ku nghack gara-gara iklan nya, bahkan sampai aku harus kuras baterai sampai 0 😡😡 Nyesel banget sumpah!",review,1,gemini
46,"Gokil, puas banget belanja di sini. utamakan kejujuran & kedisiplinan harus amanah, aku yakin pasti banyak afiliat"" & toko"" online lebih maju buat kedepannya, buat apk shopee'nya, mohon maaf bila ada tutur kata yg kurang pas dihati anda. sekian & trims🙏👌👍👍 Bintang lima gak pake ragu!",review,1,gemini
47,"Alhamdulillah selalu puas, Mohon ditingkatkan lagi, berikan fitur pembayaran lewat duit digital seperti OVO, LINKAJA ATAU DANA agar mempermudah pengguna untuk melakukan transaksi pembayaran dan tingkatkan keamanannya agar ga ada kecurangan lagi saat pengundian hadiah..... Top bgt pokonya mah!",review,1,gemini
48,"Asli ini mengecewakan banget, salah aku terlalu percaya shopee. sudah hampir 20th aku pake shopee, selalu lancar pengembalian dana aku. tapi sekarang? aku dikasih cobaan gara-gara terlalu mempercayakan shopee. allah maha baik, memperlihatkan sisi buruk shopee kesaya sekarang. 1.999.000 duit aku ga dikembalikan dari tanggal 19 mei hingga sekarang 30 mei. aku hub customer service berulang kali hingga aku dapat notifikasi dari admin yg ga selinier. aku salah terlalu percaya shopee, tp Allah maha tahu. sampe ketemu di akhirat. Bener-bener kacau pelayanannya.",review,1,gemini
49,"Bener-bener ngebantu banget nih. klo beruntung barang sesuai di foto/deskripsi nya,tp kdg ga sesuai psnan ..bahkan tertipu berkalikali..contoh br2 ini psn anggrek dendro merah tp yg di krm anggrek tanah murahan tdk bs komplain krn tdk di video wkt bk brg.mhn sophee menyeleksi/mem blacklist penjual yg mengecewakan bnyk pelanggan Rekomendasi banget deh pokoknya!",review,1,gemini
50,"Sumpah ya... jir jelek bgt pen cairin komisi gk bsa2 pilihan metode pembayaranny jga gk ada shopee. trs gk cair otomatis. sdngkn d akun temen dia ada metode pembayaran shopeeny. udh diupdate ttp aja tampilan bgini Kapok banget, gak mau pake lagi!",review,1,gemini
51,"Parah banget sih ini, sui pol nk ngirim,padahal tulisan e sedang di antar, kadang 3 dino kadang 1 minggu kadang malah hk teko, padahal yo bayar bos, di parani nk gudang jere besok di antar tiba e panggah gk di ter terne Kecewa pol, kapok pokoknya!",review,1,gemini
52,"Aduh, bener-bener bikin emosi. ini terakhir kalinya pake jasa shopee... sekarang paketnya estimasi 1 bulan baru sampee dan sampe sekarang belum nyampe ajg... aku pesan mulai tgl 10 estimasinya sampe tgl 27 ... malah di naikin ke tgl 31... dan sampe tgl itupun paketnya blum ada kejelasan dan costumer servisnya ngga guna juga njirrr di tanya paket sekarang posisinya di mana dia juga gak tau dan ngga ada solusi buat paket yg stuck... aaaahh APK not work Aplikasi penipu nih kalau kayak gini terus.",review,1,gemini
53,"The best lah pokoknya, gw minta tolong kasih fitur foto paket biar kita bisa lihatt paketnya dan kemasan nya ketika sudah di tangan jnt expres biar kita bisa lihat bahwa itu benar paketnya atau ga mohon ya min kasih fitur foto paket sebelum datang ke rumah Bintang lima gak pake ragu!",review,1,gemini
54,"Wah, mantap banget sih! shopee selalu terbaik yah menawarkan harga murah pol dibanding marketplace lainnya.hanya saja kenapa paket kita ga pernah sampai dengan packing yang utuh.kalo nggak bolong ya sobek,seperti diperiksain gitu.jadi bahaya kalo pesan barang kecil atau mahal. Top bgt pokonya mah!",review,1,gemini
55,Bener-bener kapok deh. Apk makin kesini makin jelek Mulai dari fitur pencarian yang rusak Misal kita cari A yang keluar B Lalu banyaknya iklan popup yang banget menganggu dan loading page yang berat dan banget lama sekali walaupun sudah pakai Samsung S26 dan Iphone 17 Bikin males belanja kalau kayak gini terus.,review,1,gemini
56,"Gak habis pikir sama sistemnya, layanan luar kota ga MANTAP BGT bayar cash bayar cod......sama estimasinya sampai 2 Minggu lebih kamu menyuruh konsumen menuggu.....astaga,apk yang lain pada lebih cepet parah kamu malah tambah ribet NGA ADA PERUBAHAN.....👍 Tolong diperbaiki dong, jangan merugikan konsumen gini!",review,1,gemini
57,"Makin ke sini kok makin parah ya, kapokk belnja elektronik dari tgl 8 smpe tgl 31 belum ada kejelasan hanya disuruh nunggu nunggu untuk pengembalian dananya prosesnya terlalu bertele-tele udh mau satu bulan belum ada progress sedangkan barang yg rusak udh gw kembalikan tp duit gw ga tau kemnaa🥺🥺🥺 Bener-bener kacau pelayanannya.",review,1,gemini
58,"Asli ini mengecewakan banget, TOLONG YA JANGAN MAKSA KALO MAU IKLAN!! DI SETIAP APK SELALU AJA ADA IKLAN, MUAK GUE, NGELAMAIN TAU GA, SEDANGKAN URUSAN GUE MASIH BANYAK, TAPI SELALU KEHALANG SAMA IKLAN SHOPEE YANG SIALAN INI! PLIS JANGAN KAYA BANGKE DONG! TOLONG JANGAN MENYUSAHKAN TOLONG JANGAN MERUGIKAN DENGAN IKLAN IKLAN SHOPEE YANG MAKSA ITU! MAAF AKU SUDAH GA RESPEK LAGI DENGAN SHOPEE, MULAI SEKARANG AKU BERHENTI MENGGUNAKAN SHOPEE!!!!!!! ANDA BANGET BANGET MERUGIKAN DAN MENGHAMBAT AKTIVITAS AKU!!! Kecewa berat!",review,1,gemini
59,"Sumpah kecewa berat, Admin kenapa nih shopee gw sampai sekarang error belum masuk voucher VIP nya padahal gw udah perpanjang masa nya, tolong segera di perbaiki admin, gw harus co barang dari luar sesegera mungkin sebelum hangus Kapok banget, gak mau pake lagi!",review,1,gemini
60,"Sumpah ya... huh baru kemarin kali ini kesel sama apk ini, masa pengajuan pengembalian dana sudah di kirim tapi ga masuk karna alasan paka event limit sementara yang di bagikan ke pengguna dari perusahan, sekarang eventnya hilang duit ga bisa kembali, tolong di perbaiki lagi sistemnyaa, limit sementara hapus aja kalo bikin menjebak🙏 Kecewa pol, kapok pokoknya!",review,1,gemini
61,"Mantap jiwa, selalu langganan, banget membantu buat aku yg suka belanja tp males keluar dan toko juga kurirnya amanah sekali barang yg d beli jg sesuai deskripsi..uda hampir 10 th punya apk ini ..semoga sukses selalu 🥰 Top bgt pokonya mah!",review,1,gemini
62,"The best lah pokoknya, pertama kali aku pesan online di sini barang tdk sesuai dgn pesanan, untung kurirnya nya baik dan mengerti jadi pesanan di batalkan. habis itu sy pesan lagi 7 paket sekaligus dan Alhmdllah 7 pesanan aku itu sangat² memuaskan. 1 lagi voucer nya berlimpah. Selalu puas belanja di sini, sukses terus ya!",review,1,gemini
63,"Kecewa parah asli, gw kena tipu karna gw beli produk botol susu piegon dan mengaku dr admin shopey dan gw d arahkan untuk mengaktifkan s pinja, sy kirim ke rekening sy dan gw topup ke shopepay, gw kehilangan duit sebesar 3.750.000 dan 2.500.000 yang gw pinjam dr credivo karna adminya mengaku karna gw bayarnya pakai shopeypay later gw hrs mengosongkan limit dl dan anehnya knp penipu bisa tahu pesanan gw dan no resi gw dn ssudah lapor polisi tp polisi bnyk skli penipuan dr shope dn sy hrs ikhlas Nyesel banget sumpah!",review,1,gemini
64,"Nyesek banget rasanya, iklannya tolong disaring lagi,aplikasinya mantap bgt tapi iklan iklan dari toko suka maksa,tiba tiba teleport gk di clik gk diapa apain tapi masuk ke apk,tombol close tipuan dan lain lain,bukannya ini gak boleh ya?? Bikin males belanja kalau kayak gini terus.",review,1,gemini
65,"Alhamdulillah selalu puas, gw mau buka toko di Shopee tapi setelah masuk jasa kirim terus memasukkan alamat toko ko terus memuat ya kenapa ga kelar-kelar padahal alamat sesuai yang di peta. sudah ko coba berulang kali tapi tetap ga bisa Beh mantul banget, jangan ragu belanja di sini.",review,1,gemini
66,"Gak habis pikir sama sistemnya, aplikasinya gj bgt baru aja update malah eror udah pesan malah di batalkan Shopee. gua kira udh di anterin dong biasa nya kan kalau checkout lasung di kemas itu nggak lasung di batalkan aja mana butuh cepet parah barang nya Uda nunggu malah di batalin jadi nya ga bisa ikut temen temen kan gini apk g jelas Bener-bener kacau pelayanannya.",review,1,gemini
67,"Makin ke sini kok makin parah ya, Gw cek hari ke hari, ada sekitar 1 Mingguan lebih, GA ada kreativitas yang bisa nyenengin pengguna! Voucher 99% dari toko udah gak ada, why? shopee lebih fokus flash sale terus, harga emang murah pol tapi gak semua orang dapet, kesanya kayak PAMER! Voucher selalu goceng terus, gak ada perubahan, kalopun ada lebih besar itupun sulit! Gw yakin, 6.6 sale nanti pasti tujuan PAMER doang!! pamerrr, pamerrr, recehh, recehh, gitu aja terusss, biaya layanan gak turun²! e-commerce korupsi, ngasih receh Kecewa berat!",review,1,gemini
68,Suka banget sama layanannya! tolong kepada pihak shopi layana lebih di tingkatkan apalagi untuk produk sperpat mohon di percepat gara-gara orang y g pesan sperpat itu menunggu pesanan itu harap harap cemas gara-gara klo yg pesan bengkel pasti dia juga di omelin sama kastamer Top bgt pokonya mah!,review,1,gemini
69,"Standar aja sih menurutku, minusnya pengirimannya lama banget, kadang cepet parah tapi pas dilihat status pengirimannya nggak ada kirain pesanan dibatalin.iklannya juga banyak di apk lain, padahal udah tekan tanda silang tapi tetap masuk ke apk shoppe. kadang juga ada notif nggak jelas kayak pesanan anda dikemas,padahal nggak ada pesanan, tapi giliran ada pesan notifnya nggak masuk-masuk. kalau mau cek out di keranjang kuning jadi ketipu kirain harganya segitu eh ternyata harus pakai shopeepay.COBADEH DIPERBAIKI Pelayanannya biasa banget sih.",review,1,gemini
