app,rating,review,word_count
Shopee,1,"sejujurnya aplikasi sekarang di tahun 2026 sistem aplikasi Shopee melindungi dan membela penjual penipu untuk merugikan konsumen,intinya isi dari keseluruhan aplikasi Shopee adalah sarang gerombolan penjual penipu dan aplikasi Shopee pun melindungi mereka para penjual penipu karna dengan melindungi penjual penipu aplikasi dapat 70℅persen,sampai sekarang pengembalian dana saya tidak di kembalikan oleh pihak Shopee sebesar Rp 180.000 sedangkan pengembalian barang sudah sampai ke penjual nya👎👎👎",65
Shopee,5,"Tolong pihak shopee perbaiki sistem pengiriman, akhir² ini pengirim sering ditunda (ga kira² selama 3 hari ditunda terus dgn alasan alamat tidak lengkap padahal alamat ga pernah diganti dan sebelumnya lancar² aja)klo ga mampu cepat tolong kasih opsi pilihan expedisi lain jgn langsung diarahkan ke spx",46
Shopee,1,"pengiriman lambat, katanya barang sampai lokasi tanggal 28 mei 2026, sampai skrng 31 mei 2026 belum sampai"" gimana pihak pengiriman ini telat cuma dimasi vocer 10k buat apa kami cuma butuh ketepatan waktu, waktu gabisa dibeli",36
Shopee,1,Memang pantas dapat bintang 1 semakin hari pelayanan Shopee tidak jelas ..sekarang mereka Menghapus COD di Beberapa Daerah...sepertinya masyarakat lebih sering Berbelanja di Gerai Serba 35 karena kita bisa melihat barang secara langsung Dan Harga jauh lebih murah....tak perlu menunggu barang sampai 15 hari🤣🤣🤣,44
Shopee,5,"Belanja cukup menyenangkan dan lengkap. Pengiriman semakin baik. Hanya utk daerah pedalaman seperti saya di Kalimantan Timur sangat minim, karena harus menjemput sendiri ke agen. Tidak diantar ke alamat yg diberikan, padahal ongkir sudah dibayar sampai ke lokasi alamat.",39
Shopee,2,"Tolong lah untuk potongan biaya jangan terlalu besar, dlu awal buka toko dishopee potongan paling 2-3 ribu doang skrg sampe 10k dong udah ma untung sedkit tolong dong kebijaksanaanya shopeeeeeeer",30
Shopee,5,"selalu langganan dari 2018,. 2026 udah platinum,.. kalo bisa blokir SELLER/TOKO yang PO, atau hilangkan system PO, karena udah lama nunggu² barang dikirim, eh malah auto cancle. gendokk plus kesel juga..",31
Shopee,1,"gila sih makin ga jelas banget ini shopee sekarang. mana biaya ini itu nya makin tinggi. lama"" pada cabut dah ini customer sama penjual nya. makin mencekik aja. bilang buat biaya pelayanan, tapi nyatanya apk nya sering nge bug terus itu dana buat pelayanan nya kemana bossss?",47
Shopee,2,"saya sangat kecewa bertahun"" akun di bekukan secara sepihak seharus pembekuan itu di buka secara otomatis apa bila konsumen sudah tidak ada masalah baik di shopee letter ataupun di sipinjam ini sampai saat ini akun masih seperti mayat hidup... tolong di perbaiki untuk kepuasan konsumen",45
Shopee,1,"mungkin ini kedengaran spele tapi cok ngeselin anying, gw nyari celana buat tinggi 180cm (panjang bawahan celana ilnya itu 102-108cm, tapi ga pernah ada cokkk, terus yang disaranin juga yang ukurannya ga pas digua (ALLSIZE) yang bisa dibilang panjang bawahan nya itu cuman 97-100cm doanggggggg, terus juga kalo saraninnya cuma ALLSIZE, ngapain nyuruh kita buat ngisi tabel badan kek tinggi badan, berat badan, lingkar pinggang, dll. percuma cok.",68
Shopee,5,okeh siap untuk pesanan kan selamat datang di blog ini dan kasih sayang unit beacukai ram 6 64 LCD ORI retak tompel ram 6 64 LCD ORI retak tompel ram 6 y gan solusinya adalah tempat TT dan Warner ttttttt nya mah pindah tali pusat pada bayi yang,48
Shopee,3,"Aplikasinya udah bagus.. cuma dari beberapa bulan lalu di pencariannya suka bug.. kadang sering ngeselin banget.. saya udah nulis barang yang sesuai, pas udah di enter langsung berubah jadi pencarian lain... jdi sering ngetik 2x di pencariannya.. tolong untuk developer shope diperbaiki ya..",43
Shopee,1,"Saya telah beberapa kali menghubungi customer service, namun hanya diminta menunggu tanpa adanya kepastian waktu penyelesaian. Akibat kejadian ini: - Aktivitas dan pekerjaan saya terganggu - Dana saya tertahan - Saya mengalami kerugian waktu dan operasional Dengan surat ini saya meminta: 1. Penyelesaian transaksi secepatnya 2. Pengembalian dana penuh apabila transaksi gagal 3. Penjelasan resmi terkait penyebab kendala 4. Kepastian waktu penyelesaian",62
Shopee,4,"Yg gua suka pas reture barang begitu barang di antar uang langsung masuk rekening , minusnya cuma kadang pengiriman agak ngeselin padahal rreguler tp sesekali aja sih kadang pengiriman suka lama tp ada juga yg cepet pengiriman nya",38
Shopee,4,please bantu saya mudah untuk login dengan email baru dan nomor hp yang lama... saya tidak bisa login karena nomor hp yang sama namun email yang beda. Email lama saya sudah kehapus!,32
Shopee,3,"Untuk bagian Kurir/Expedisi, tolong lahh..paket sampai sesuai estimasi, jangan di tunda"", klo ngga bisa kirim paket ngga ush jadi kurir lu... Udh sering bgt gue kena kurir expedisi kya gini, gue beli barang, bukan sekali 2x, bukan soal murah ada mahalnya itu barang, klo lu (kurir) mau di hargai costumer, lu juga mesti hargai barang yg mereka order lahh..jangan seenaknya aja lu tahan"" di gudang sampe berhari"".. Awal shopee bagus, makin kesini makin ngaco kurirnya..",75
Shopee,2,"shopee tolong untuk fitur fiturnya di pisahkan saja menjadi beberapa aplikasi, jangan numpuk di dalam 1 aplikasi, ini hp tiap saya mau login shoppe pasti ngeframe lama bgt, hp saya sampai gamau hidup karena terlalu banyak fitur shopee yang harus di download di dalam 1 apk🙏",46
Shopee,1,"Maling data, mau pengajuan penghapusan di tolak alasan nya karna voucher padahal akun aku udah gak aktif 2 tahun lebih. Mungkin mau di salah gunakan dataku sama shopee. Mending klen hapus aja apk shopee, belanja di tiktok aja lebih murah, cepat, hemat",42
Shopee,3,"produk yang di jual di Shopee sekarang jujur kualitas nya berkurang, padahal selama ini aku klo belanja di Shopee selalu puas dgn produk nya, yg toko nya ratingnya 4.8 4.9 dan 5.0 dan terjual ribuan pcs, sekarang banyak produk kualitas tidak sesuai dgn harga di 2026 kualitas produk menurun, apa ada dengan standar sop di Shopee ini",57
Shopee,1,"tolong kalau membuat iklan sedikit lebih mudah di lewati karena saya sedang mengedit tugas kuliah saya di aplikasi editor dan muncul iklan shopee saya ingin menekan lewati tetapi malah masuk ke shopee dan alhasil tugas kuliah saya hilang padahal besok harus di kumpulkan dan bila kalian ingin tahu,saya mengerjakan ini 5jam untuk Desain dan video iklan produk yang bagus,sudah hampir selesai malah hilang... saya kecewa",65
Shopee,5,"Terima kasih Shopee atas program gratis ongkir dan berbagai diskon yang sangat membantu. Dengan adanya promo ini, belanja menjadi lebih hemat dan menyenangkan. Semoga Shopee terus memberikan layanan dan promo terbaik untuk para pengguna 🥰",35
Shopee,1,"main blockzi bikin kesel yah klo udh babak terakhir selalu di persulit, sengaja gk bikin gk bisa di selesein biar gak bisa menang, curang bgt ngabisin kuota doank, udh 2 kali ini kejadian begini padahal idh update si Shopee tapi ttp aja gitu padahal itu yg bikin semangat belanja di Shopee karena bs lbh murah kepotong dari koin permainan ini. kecewa😠",61
Shopee,5,"ini toko anline paling mantep sih bagi saya soalnya tuh gak pelit voucer, apalagi pake shopee vip 6 bulan 29 ribuan doang voucer melimpah lagi, kaloada bintang sepuluh mah gua kasih bintang 11",33
Shopee,5,"halo Shopee..makasih ya udah banyak kasih aku voucher2,dan gratis ongkirnya..makasih juga pelayanan nya sangat memuaskan..juga harganya terjangkau..dan aku bersyukur bisa beli barang2 yg di perlukan..semoga Shopee tetap jadi yg terdepan diantara yg lain..sukses selalu dan semoga Tuhan memberkati senantiasa, dan slalu diberikan kesehatan serta kelancaran dlm segala hal.. makasih ya..buat semua team kerja nya juga..makasih juga tuk pelayanan para penjual serta kurirnya yg baik dan ramah.God Bless.",67
Shopee,1,data sy msh terdaftar di akun dan tidak bisa di pake di akun baru.. cerita ny gini aq hapus akun lama dan setelah login di gogle email yg sm sebelum nya..dan pas ajuin shop pay tidak bisa karna ktp sy msh terdaftar di akun lain.. padahal sama2 pake email inilah akun yg di hapus dan akun baru..udh 3x msh gini jg tetep gak bisa,64
Shopee,1,"Hati hati bertransaksi di platform ini. Di platform ini kalau punya masalah gak ngasih penyelesaian, disuruh chat Instagram, CS. Mereka gak baca masalah kalian dengan serius, cuman ngasih kalimat maaf terus kabur tanpa menyelesaikan masalahnya. Di platform ini hak kalian sebagai pembeli dibatasi, serasa gak punya hak sebagai pembeli kalo di shopee mah. Minta kompensasi yang dimana kasusnya bukan salah penggunanya. Malah dikasih kalimat maaf doang",66
Shopee,1,"YTH kurir shopee tolong ya kalo ada pembayaran via cod YBS tidam ada dirumah mohon diantar nanti aja jangan dibebankan ke tetangga krn sangat merepotkan,tidak hanya sekaki brrkali kali udah bayarnya susah, tolong YTH kurir dan cust cod jangan suka membebankan pembayaran lewat tetangga yg dirumah krn jadi beban kami",50
Shopee,5,jdgdifdksfei yg di rumah ku ingin dapat mengetahui apa itu adalah format file yang ambil bagian di rumah minimalis bisa bisa bisa dilakukan dengan cara yang bisa kita lakukan untuk mengetahui bahwa ada beberapa cara ini bisa bisa bisa jadi pilihan di bisa di rumah minimalis bisa bisa bisa dilakukan dengan cara di atas bisa berubah kapan di bisa di bisa bisa jadi ini bisa bisa bisa dilakukan dengan car dilakukan untuka bisa dilakmenggunakan internet yang bisa bisa jadi karena bisa bisa bisa bias,84
Shopee,1,sekarang shopee sistem retur tau pengembalian barangnya sangat sulit beda dengan aplikasi sebelah returan langsung di acc sekarang ini marak sekali barang refurbish atau odm barang tidak layak di jual di seluruh market place makanya banyak konsumen yang ketipu dan sangat sulit buat melakukan retur sekarang ini harus lebih hati hati belanja di seluruh market place,56
Shopee,5,"shopee online shop yg bener2 murah prdknya n bnyk koin2ny yg BS didapat n bs utk dijadikan potongan hrg, n shopeepay nya jg sangat bermanfaat sx, mantap shopee smg makin maju n bikin nyaman terus pengguna dgn layanannya🙏",38
Shopee,2,tolong dong di upgrade kalo paket status nya sudah di kurir cantumkan no kurir nya. paket di scan kurir jam 06:07 sampai jam 13:24 masa blum sampai² chat CS nya ga bisa kasi masukan mau kabarin abang kurirnya gabisa karna gada nomor nya..,43
Shopee,3,kok cod nya GK bisa kak padahal cod bayar di tempat itu lebih baik dibandingkan bayar langsung diaplikasi kasihan para kurir yang antar kak mohon kembalikan fitur cod nya kak,30
Shopee,3,"ya gw gk tahu masalah saldo minimum buat cek out udah dibenerin apa gk, karna masih ketolong seabank sebab gk pakai shopee pay admin nya mahal drpd saingannya disamping limit bebas admin transfer saldo dan top up banyak ternyata ada kekurangan juga, sebagai user yg jarang pake e-wallet ya kurang si shopee pay",53
Shopee,2,"Makin lama buka aplikasinya makin lag, sudah dibersihkan cache, malah hilang ke reset barang yang lagi mau dibeli, harus cari lagi scroll lagi. sekarang barang sudah diterima ga bisa langsung nilai, nunggu beberapa hari Baru bisa dinilai tapi minta ulasan foto dan video. aneh barang udah kemana beberapa hari kemudian baru minta foto dan video, ntah apa yang ada di pikiran aplikasi shopee. parahnya lagi ada biaya tambahan pelayanan, pelayanan apa coba,saya belanja, saya yang pilih saya yang bayar",79
Shopee,1,"aku paling tidak puas sama iklan nya kadang muncul di aplikasi lain, bahkan tanda x nya kadang teransparan, dan suka mendadak masuk aplikasi nya, bahkan sudah beberapa kali hp ku nghack gara-gara iklan nya, bahkan sampai aku harus kuras baterai sampai 0 😡😡",43
Shopee,5,"utamakan kejujuran & kedisiplinan harus amanah, aku yakin pasti banyak afiliat"" & toko"" online lebih maju buat kedepannya, buat aplikasi shopee'nya, mohon maaf bila ada tutur kata yg kurang pas dihati anda. sekian & trims🙏👌👍👍",35
Shopee,5,"Mohon ditingkatkan lagi, berikan fitur pembayaran lewat uang digital seperti OVO, LINKAJA ATAU DANA agar mempermudah pengguna untuk melakukan transaksi pembayaran dan tingkatkan keamanannya agar tidak ada kecurangan lagi saat pengundian hadiah.....",32
Shopee,1,"salah saya terlalu percaya shopee. sudah hampir 20th saya pake shopee, selalu lancar pengembalian dana saya. tapi sekarang? saya dikasih cobaan karena terlalu mempercayakan shopee. allah maha baik, memperlihatkan sisi buruk shopee kesaya sekarang. 1.999.000 uang saya tidak dikembalikan dari tanggal 19 mei hingga sekarang 30 mei. saya hub cs berulang kali hingga saya dapat notifikasi dari admin yg tidak selinier. saya salah terlalu percaya shopee, tp Allah maha tahu. sampe ketemu di akhirat.",74
Shopee,4,"klo beruntung barang sesuai di foto/deskripsi nya,tp kdg tidak sesuai psnan ..bahkan tertipu berkalikali..contoh br2 ini psn anggrek dendro merah tp yg di krm anggrek tanah murahan tdk bs komplain krn tdk di video wkt bk brg.mhn sophee menyeleksi/mem blacklist penjual yg mengecewakan bnyk pelanggan",45
Shopee,1,jir jelek bgt pen cairin komisi gk bsa2 pilihan metode pembayaranny jga gk ada shopee. trs gk cair otomatis. sdngkn d akun temen dia ada metode pembayaran shopeeny. udh diupdate ttp aja tampilan bgini,34
Shopee,1,"sui pol nk ngirim,padahal tulisan e sedang di antar, kadang 3 dino kadang 1 minggu kadang malah hk teko, padahal yo bayar bos, di parani nk gudang jere besok di antar tiba e panggah gk di ter terne",38
Shopee,1,ini terakhir kalinya pake jasa shopee... sekarang paketnya estimasi 1 bulan baru sampee dan sampe sekarang belum nyampe ajg... aku pesan mulai tgl 10 estimasinya sampe tgl 27 ... malah di naikin ke tgl 31... dan sampe tgl itupun paketnya blum ada kejelasan dan costumer servisnya ngga guna juga njirrr di tanya paket sekarang posisinya di mana dia juga gak tau dan ngga ada solusi buat paket yg stuck... aaaahh APK not work,73
Shopee,5,saya minta tolong kasih fitur foto paket biar kita bisa lihatt paketnya dan kemasan nya ketika sudah di tangan jnt expres biar kita bisa lihat bahwa itu benar paketnya atau tidak mohon ya min kasih fitur foto paket sebelum datang ke rumah,42
Shopee,5,"shopee selalu terbaik yah menawarkan harga murah dibanding marketplace lainnya.hanya saja kenapa paket kita tidak pernah sampai dengan packing yang utuh.kalo nggak bolong ya sobek,seperti diperiksain gitu.jadi bahaya kalo pesan barang kecil atau mahal.",34
Shopee,1,Aplikasi makin kesini makin jelek Mulai dari fitur pencarian yang rusak Misal kita cari A yang keluar B Lalu banyaknya iklan popup yang sangat menganggu dan loading page yang berat dan sangat lama sekali walaupun sudah pakai Samsung S26 dan Iphone 17,42
Shopee,1,"layanan luar kota tidak BAGUS bayar cash bayar cod......sama estimasinya sampai 2 Minggu lebih kamu menyuruh konsumen menuggu.....astaga,aplikasi yang lain pada lebih cepat kamu malah tambah ribet NGA ADA PERUBAHAN.....👍",30
Shopee,1,kapokk belnja elektronik dari tgl 8 smpe tgl 31 belum ada kejelasan hanya disuruh nunggu nunggu untuk pengembalian dananya prosesnya terlalu bertele-tele udh mau satu bulan belum ada progress sedangkan barang yg rusak udh saya kembalikan tp uang saya ga tau kemnaa🥺🥺🥺,42
Shopee,1,"TOLONG YA JANGAN MAKSA KALO MAU IKLAN!! DI SETIAP APLIKASI SELALU AJA ADA IKLAN, MUAK GUE, NGELAMAIN TAU GA, SEDANGKAN URUSAN GUE MASIH BANYAK, TAPI SELALU KEHALANG SAMA IKLAN SHOPEE YANG SIALAN INI! PLIS JANGAN KAYA BANGKE DONG! TOLONG JANGAN MENYUSAHKAN TOLONG JANGAN MERUGIKAN DENGAN IKLAN IKLAN SHOPEE YANG MAKSA ITU! MAAF SAYA SUDAH TIDAK RESPEK LAGI DENGAN SHOPEE, MULAI SEKARANG SAYA BERHENTI MENGGUNAKAN SHOPEE!!!!!!! ANDA SANGAT SANGAT MERUGIKAN DAN MENGHAMBAT AKTIVITAS SAYA!!!",73
Shopee,2,"Admin kenapa nih shopee saya sampai sekarang error belum masuk voucher VIP nya padahal saya udah perpanjang masa nya, tolong segera di perbaiki admin, saya harus co barang dari luar sesegera mungkin sebelum hangus",34
Shopee,1,"huh baru kemarin kali ini kesel sama apk ini, masa pengajuan pengembalian dana sudah di kirim tapi ga masuk karna alasan paka event limit sementara yang di bagikan ke pengguna dari perusahan, sekarang eventnya hilang uang ga bisa kembali, tolong di perbaiki lagi sistemnyaa, limit sementara hapus aja kalo bikin menjebak🙏",51
Shopee,5,sangat membantu buat aku yg suka belanja tp males keluar dan toko juga kurir amanah sekali barang yg d beli jg sesuai deskripsi..uda hampir 10 th punya aplikasi ini ..semoga sukses selalu 🥰,33
Shopee,5,"pertama kali saya pesan online di sini barang tdk sesuai dgn pesanan, untung kurir nya baik dan mengerti jadi pesanan di batalkan. habis itu sy pesan lagi 7 paket sekaligus dan Alhmdllah 7 pesanan saya itu sangat² memuaskan. 1 lagi voucer nya berlimpah.",43
Shopee,1,"saya kena tipu karna saya beli produk botol susu piegon dan mengaku dr admin shopey dan saya d arahkan untuk mengaktifkan s pinja, sy kirim ke rekening sy dan saya topup ke shopepay, saya kehilangan uang sebesar 3.750.000 dan 2.500.000 yang saya pinjam dr credivo karna adminya mengaku karna saya bayarnya pakai shopeypay later saya hrs mengosongkan limit dl dan anehnya knp penipu bisa tahu pesanan saya dan no resi saya dn ssudah lapor polisi tp polisi bnyk skli penipuan dr shope dn sy hrs ikhlas",86
Shopee,2,"iklannya tolong disaring lagi,aplikasinya bagus tapi iklan iklan dari toko suka maksa,tiba tiba teleport gk di clik gk diapa apain tapi masuk ke aplikasi,tombol close tipuan dan lain lain,bukannya ini gak boleh ya??",33
Shopee,5,saya mau buka toko di Shopee tapi setelah masuk jasa kirim terus memasukkan alamat toko ko terus memuat ya kenapa ga kelar-kelar padahal alamat sesuai yang di peta. sudah ko coba berulang kali tapi tetap ga bisa,37
Shopee,1,aplikasinya gj bgt baru aja update malah eror udah pesan malah di batalkan Shopee. gua kira udh di anterin dong biasa nya kan kalau checkout lasung di kemas itu nggak lasung di batalkan aja mana butuh cepat barang nya Uda nunggu malah di batalin jadi nya ga bisa ikut temen temen kan gini aplikasi g jelas,56
Shopee,1,"Saya cek hari ke hari, ada sekitar 1 Mingguan lebih, TIDAK ada kreativitas yang bisa nyenengin pengguna! Voucher 99% dari toko udah gak ada, why? shopee lebih fokus flash sale terus, harga emang murah tapi gak semua orang dapet, kesanya kayak PAMER! Voucher selalu goceng terus, gak ada perubahan, kalopun ada lebih besar itupun sulit! Saya yakin, 6.6 sale nanti pasti tujuan PAMER doang!! pamerrr, pamerrr, recehh, recehh, gitu aja terusss, biaya layanan gak turun²! e-commerce korupsi, ngasih receh",79
Shopee,4,tolong kepada pihak shopi layana lebih di tingkatkan apalagi untuk produk sperpat mohon di percepat karena orang y g pesan sperpat itu menunggu pesanan itu harap harap cemas karena klo yg pesan bengkel pasti dia juga di omelin sama kastamer,40
Shopee,3,"minusnya pengirimannya lama banget, kadang cepat tapi pas dilihat status pengirimannya nggak ada kirain pesanan dibatalin.iklannya juga banyak di aplikasi lain, padahal udah tekan tanda silang tapi tetap masuk ke aplikasi shoppe. kadang juga ada notif nggak jelas kayak pesanan anda dikemas,padahal nggak ada pesanan, tapi giliran ada pesan notifnya nggak masuk-masuk. kalau mau cek out di keranjang kuning jadi ketipu kirain harganya segitu eh ternyata harus pakai shopeepay.COBADEH DIPERBAIKI",70
Shopee,2,"masa saya awalnya transfer dari shopee ke gopay sudah berhasil tapi di gopay blm masuk sudah saya chat cs nya udh 1 minggu lebih uang saya blm balik sampe sekarang, aneh bngt padahal saya ga ada salah ke nomor tujuannya tapi masi blm masuk kecewa saya",46
Shopee,3,sayang shoppe awal² bagus tp mungkin sdh terlalu banyak yang pakai mulai lambat sudah berapa x di batalkan oleh shoppe katanya pengembalian dana sdh proses tp masuknya lama nda jelas juga kapan,32
Shopee,5,"wajib banget sih menurut aku punya shopee karna ini cocok banget buat kaum mageran kaya aku ,apa lagi kalau mau pergi eh gak taunya cuaca panas banget cuman lebih hati' aja sih kalau pilih toko karna terkadang juga ada yg palsu",41
Shopee,1,PLEASE SHOPPE JANGAN SPAM DI APP WATTPAD SANGAT MENGGANGU BANGET SUMPAH/JANGAN NYAMPAH DONG GAK SUKA DIMANA MANA ADA GANGGU AJA BISA DIEM GK SIH NYAMPAH DIMANA MANA BANYAK IKLAN GK JELASS😏😏😏,31
Shopee,1,"iklannya bener bener annoying parah. kayak dari apk lain kalo iklannya nongol langsung di arahin ke apk ini langsung, udah gitu tombol x nya suka palsu alhasil malah masuk ke apknya. gw kasih tau aja iklan kaya gitu bukannya bikin orang tertarik sama apk lu yg ada bawaannya kesel termasuk gw. muak bet sama ni apk👎",56
Shopee,2,"saya berjualan di shopee sdh 9thn lamanya, sempat tutup krn sakit selama 9 bulan saja, lalu fasilitas pembayaran spaylater toko saya di tutup, toko kembali aktif hampir 7 bulan ini, namun fasilitas spaylater belum juga diaktifkan kembali, hampir tiap bulan saya membuat laporan yg sama ke cs shopee untuk bisa diaktifkan agar pembeli saya bisa mudah pembayarannya belanja di toko saya, jawaban dr laporannya pun selalu sama, menunggu pengecekan terlebih dulu dr.pihak internal🙄",73
Shopee,2,"kalo ngiklan yang bener dong, masa gue kagak nyentuh apa apa tiba-tiba kebuka apk Shopee, gue cuma mau baca wattpad aja susah, main game pun susah, padahal kagak mencet apa apa tiba tiba keluar iklan, Tiba-tiba langsung beralih ke apk Shopee. yang bener dikit kalo ngiklan, ganggu waktu orang tau. WOY PIHAK SHOPEE KALO MAU IKLAN YG WARAS, GUE LAGI ENAK² BACA CERITA GA MENCET APAPUN MALAH TIBA² MASUK KE APK SHOPEE, GIMANA SIH! PROMOSI SIH IYA TAPI JGN SEGITU NYA, MENGGANGU TAHU GAK!",84
Shopee,3,belanja lbh mudah dgn shopee dan banyak pilihan saran aja kalo bisa dikasih menu tanya jawab seputar produk sesama reseller agar bisa pastikan produk yang mau dibeli agar tidak ada penipuan kayak e-commerce yang lain tp ada yg bikin kecewa pelacakan pesanan kurang akurat dan tidak sesuai dengan keadaan yg sebenarnya,51
Shopee,1,"shopee, barang sudah saya kembalikan, uang saya masih belom juga dikembalikan, saya ingin membeli barang pengganti dengan cepat , malah di ulur waktu hingga 1 Minggu kerja, ini sangat meragukan saya.",31
Shopee,1,HEY! SHOPEE! AKU GAK PERNAH BERLANGGANAN SHOPEE VIP SPAYLATER! KENAPA TIBA-TIBA GUE DI SURUH BAYAR! dan juga KENAPA GUE HARUS BAYAR! PADAHAL AKU GAK PERNAH BERLANGGANAN! AKU SUDAH LAPOR MALAH TETAP DISURUH BAYAR?!!,33
Shopee,1,apa sih ni pengirimannya masa estimasinya mundur jauh yg awalnya tnggal 7 - 8 eh tiba tiba pas udh di kirim mlh berubah jadi tnggal 14 mana ga bisa di cancel lagi tanggal segitu mah saya ga ada di alamat bodoh amat tuh paket .user name : rizz_chan,48
Shopee,5,Selama ini Pakai shoppy Alhamdulillah lancar.bhkn ketika ada barang yg rusak.dan meminta pengajuan uang Cpet bnget uang kembali.Hanya pemasukan saja tolong dong expedisi pengiriman menggunakan Anteraja di matikan saja.krn PENGRIMAN trlalu lama.bnyak dri penjual dan penerima barang mengeluh.dan barang smpek remuk GK karuan smpek di penerima.dan PENGRIMAN pun sering Telat.tdk sesuai tanggal,52
Shopee,1,"hapus saja program ansuransi keterlambatan dlm pengiriman jika tgl yg ditetapkan berubah ubah, bagi saya itu hal terbodoh yg membodohi pengguna & yg lebih konyol lagi yg saya alami, pernah dpt ansuransi keterlambatan Rp 10 rb tapi entah kemana di letakan & pd saat saya belanja itu tdk ada pengurangan dng jmlh tsb, profesionalah dlm membuat program yg logika & ditepati sesuai janji, bukan semaunya",65
Shopee,5,min tolong berikan fitur cod lagi dong min yg pesanan di atas 2jt saya mau beli hp di atas 2jt GK bisa ini tolong min kasih fitur cod lagi buat pesanan yang di atas 2jt saya mau beli hp,39
