object_id,text,text_type,label,ai_model,validation_status
news_5,"**Judul: Dukung KPU Banding, PSI Seputusan PN Jakpus soal Penundaan Pemilu ""Salah Alamat""**

**Lead:** Partai Solidaritas Indonesia (PSI) secara tegas mendukung langkah Komisi Pemilihan Umum (KPU) untuk mengajukan banding atas putusan Pengadilan Negeri (PN) Jakarta Pusat yang menghentikan sisa tahapan Pemilu 2024. PSI menilai putusan tersebut keliru dan berpotensi menjadi preseden buruk bagi demokrasi.

**Isi:**
Melalui keterangan tertulisnya pada Sabtu (4/3/2023), Sekretaris Jenderal PSI Dea Tunggaesti menyatakan gugatan Partai Prima yang dikabulkan PN Jakarta Pusat telah salah alamat. Menurut Dea, penundaan pemilu bukanlah kewenangan pengadilan negeri, melainkan wewenang khusus KPU yang hanya dapat dipicu oleh kondisi luar biasa seperti bencana alam.

""Keputusan ini menjadi contoh buruk bagaimana hakim bisa salah dalam memahami peraturan perundangan,"" ujar Dea. PSI berkomitmen mendampingi KPU dalam proses hukum hingga tingkat kasasi.

Dea menambahkan, seharusnya PN Jakarta Pusat sejak awal menolak gugatan tersebut. Sengketa dalam proses pemilu, menurut PSI, menjadi ranah Badan Pengawas Pemilu (Bawaslu) dan Pengadilan Tata Usaha Negara (PTUN), bukan pengadilan umum.

Sebagai informasi, putusan PN Jakarta Pusat pada 2 Maret lalu menghukum KPU untuk tidak melanjutkan sisa tahapan Pemilu 2024 dan mengulang seluruh proses dari awal selama lebih dari dua tahun. Menanggapi ini, Komisioner KPU Idham Holik menegaskan pihaknya menolak putusan tersebut dan akan segera mengambil langkah hukum banding.",news_article,1,MiMo-V2.5 Free,accepted
news_338,"Jakarta, CNBC Indonesia - Presiden Joko Widodo meresmikan Tambak Budidaya Udang Berbasis Kawasan di Kabupaten Kebumen, Jawa Tengah. Ini adalah tambak udang modern pertama sekaligus terbesar di Indonesia. Sebelum tambak budi daya udang ini dibangun, lokasi ini merupakan lahan kosong dan tambak tradisional eksisting dengan produktivitas sangat rendah hanya 0,6 ton/hektar/tahun. Tambak tradisional memiliki bentuk tambak tidak beraturan, serta tidak adanya tandon dan IPAL. Jokowi berharap dari kawasan tambak ini bisa menghasilkan udang berkualitas di atas 40 ton per hektare. ""Di tambak udang berbasis kawasan ini telah diselesaikan 60 hektar, yang akan menghasilkan udang 1 hektar nya kurang lebih kita harapkan di atas 40 ton dan kawasan budi daya udang ini menghabiskan anggaran Rp 175 miliar,"" ungkap Jokowi saat peresmian, Kamis (9/3/2023). Jokowi juga berharap kawasan ini menjadi contoh provinsi lain dalam hal budi daya udang. Karena manajemen modern yang dilakukan bisa digunakan untuk mengembangbiakan udang berjenis Vaname. ""Ini bisa nantinya di copy untukditerapkan di daerah lain kita harapkan ini menjadi contoh yang baik bagi budi daya udang vaname yang memerlukan kebersihan air yang memerlukan betul betul manajemen yang detail dan kita harapkan ini menjadi contoh kita semua,"" tuturnya. Pembangunan tambak udang berbasis kawasan di Kebumen menggunakan pertimbangan ekologi dan ekonomi. Sehingga sasarannya tidak hanya peningkatan kesejahteraan masyarakat dan peningkatan pendapatan asli daerah, tapi juga kelestarian ekosistem. Untuk menjamin kelestarian ekosistem ini, tambak udang berbasis kawasan di Kebumen dilengkapi dengan tandon air dan instalasi pengolahan air limbah (IPAL). Infrastruktur lainnya berupa water intake , saluran outlet, laboratorium, gudang pakan, bangunan pasca panen, rumah genset, rumah jaga tambak, dan jalan produksi. Jadi prinsipnya, tambak udang ini sangat ramah lingkungan sesuai prinsip blue ekonomi. Tidak merusak mangrove karena memiliki water treatment, IPAL, dan tandon. IPAL ini yang paling pokok, sehingga sisa proses budi daya tidak langsung dibuang ke laut, tapi ada proses treatment yang dilakukan.",news_article,0,human,human
news_1,"**Menteri Keuangan Kunjungi PT SMI, Dorong Generasi Muda Bangun Indonesia Berkelanjutan**

JAKARTA - Dalam rangka memperingati ulang tahun ke-14 PT Sarana Multi Infrastruktur (Persero), Menteri Keuangan Sri Mulyani Indrawati berkunjung ke kantor PT SMI pada Jumat, 3 Maret 2023. Kunjungan ini menjadi momen bagi Sri Mulyani untuk berdialog langsung dengan para karyawan, yang dikenal sebagai SMIers.

Dalam dialog tersebut, Sri Mulyani menekankan peran krusial para SMIers, yang mayoritas merupakan generasi muda, dalam mendukung pembangunan Indonesia secara berkelanjutan. Sebagai salah satu Special Mission Vehicles di bawah Kementerian Keuangan, kontribusi mereka dinilai sangat penting untuk menghadapi tantangan ekonomi di tingkat daerah, nasional, maupun global.

Sri Mulyani memberikan apresiasi atas peningkatan portfolio pembiayaan kepada pemerintah daerah yang terus berkembang. Ia juga menegaskan pentingnya pembangunan yang berkelanjutan agar ke depannya tidak ada lagi istilah daerah terpencil, terluar, atau tertinggal di Indonesia.

Direktur Utama PT SMI, Edwin Syahruzad, turut memberikan paparan mengenai capaian kinerja perusahaan selama 14 tahun berdiri. Sejak didirikan pada 2009, PT SMI terus berinovasi melalui tiga pilar bisnis utamanya. Hingga akhir 2022, PT SMI telah terlibat dalam pembiayaan 435 proyek infrastruktur dengan total nilai mencapai Rp819,94 triliun, menjadikannya katalis penting dalam pembiayaan pembangunan nasional.",news_article,1,MiMo-V2.5 Free,accepted
news_22,"**PAN Sambut Baik Peluang Koalisi PPP dengan PDIP**

**TEMPO.CO, Jakarta** – Wakil Ketua Umum Partai Amanat Nasional (PAN) Viva Yoga Mauladi menyambut hangat rencana Partai Persatuan Pembangunan (PPP) yang membuka peluang berkoalisi dengan PDIP. Menurut Viva, jika itu terjadi, secara otomatis PDIP akan bergabung dengan Koalisi Indonesia Bersatu (KIB) yang sudah diisi PAN, PPP, dan Golkar. ""PAN jelas senang dan gembira. Dengan bergabungnya PPP, koalisi dengan PDIP otomatis melibatkan PAN dan Golkar,"" ujarnya, Rabu, 8 Maret 2023.

Viva membantah adanya kekhawatiran bahwa langkah PPP justru akan memecah KIB. Ia menegaskan koalisi yang sudah terbentuk lebih dulu itu tetap solid. ""Insyaallah KIB tidak akan terbelah. Kami tetap kompak,"" katanya.

Ia juga optimistis, jika PDIP masuk KIB, maka peluang memenangkan Pilpres 2024 semakin besar. ""Siapa pun pasangan calon yang diusung nanti, berpotensi mendapat dukungan luas dan memenangi kompetisi,"" tambah Viva.

Sebelumnya, Plt Ketua Umum PPP, Muhamad Mardiono, mengakui peluang koalisi dengan PDIP memang terbuka lebar. Menurutnya, kedua partai memiliki kesamaan nilai dan sejarah. ""PPP dan PDIP sama-sama partai tua berusia setengah abad, tanggal lahir berdekatan, bahkan kantor bersebelahan,"" kata Mardiono. Ia juga menyinggung hubungan ideologi religius (PPP) dan nasionalis (PDIP) yang saling melengkapi dalam membangun bangsa.",news_article,1,DeepSeek V4 Flash Free,accepted
news_49,"TEMPO.CO, Jakarta - Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menargetkan BUMN menjadi benteng lokomotif ekonomi nasional.Ia mengaku selama tiga tahun tiga bulan sebagai Mennteri BUMN telah melakukan transformasi menyeluruh. Sudah fase pengembangan bukan penyehatan. Utang sudah terkendali, kata Erick dalam orasi ilmiah sidang senat terbuka Fakultas Ekonomi Bisnis (FEB) Universitas Brawijaya, Jumat, 3 Maret 2023.Erick mendapat gelar doktor kehormatan, setelah menyampaikan orasi ilmiah berjudul Enternitas Transformasi BUMN dalam sidang senat FEB UB anugerah doktor kehormatan. Kini, katanya, terjadi transformasi BUMN menjadi organisasi yang sehat, dan secara fundamental kuat. BUMN bisa berinvestasi, memberi value kepada pemegang saham yakni pemerintah dan investor.Erick berimajinasi Indonesia menjadi negeri kreatif, profesional yang bediri di kancah internasional sebagai The Energy of Asia. Kebanggaan sebagai sebuah bangsa harus ditumbuhkan dengan dibangun kepercayaan diri untuk bersaing di tingkat global dan menumbuhkan rasa cinta tanah air.Kebijakan Beyond Bussinees, tak hanya menyiapkan strategi, tapi bagaimana untung dan demi kepentingan nasional di era globalisasi, katanya.Erick menyampaikan mengenai pemikiran ekonomi dunia tentang peran negara. Berdasar pandangan John Maynard Keynes tentang peran negara sebagai penggerak perekonomian, vis a vis dengan Friedrich dari Australian School negara harus mengurangi peran seminimal mungkin dan menyerahkan kepada pasar. Argumentasi Friedrich lantaran Negara tidak bisa berbisnis karena tidak efisein dan inovatif. Namun, kata Erick, selama 10 tahun sudah berubah.Tiongkok dan Singapura membuktikan, Negara bisa mengelola bisnis secara efisien. Negara hadir dan dibutuhkan. Bergeser persepsi publik, pentingnya peran sebuah negara. BUMN diharapkan bisa merangkul dan memajukan sektor swasta besar, menengah, kecil dan koperasi. Erick menyampaikan tengah menyiapkan bagaimana BUMN berperan di era globalisasi untuk kepentingan nasional.Menyiapkan BUMN yang cepat dan tepat. BUMN harus bisa memajukan usaha kerakyatan, ujarnya. Saat pandemi, ujarnya, BUMN bertahan dan tumbuh. Lantaran melakukan berbagai terobosan untuk pembangkitan ekonomi baru. Yakni dengan tiga kunci, meliputi kecerdasan, komitmen dan tanggungjawab.Syarat transformasi yang efektif. Bagaimana BUMN menang dalam persaingan global, katanya. Untuk itu, pimpinan BUMN harus bisa mengenali misi, mengenal inti masalah dan eksekusi. Selain itu, juga kecepatan, keakuratan, dan key performance indicator (KPI) sebagai tolok ukur. Tim promotor, Profesor Armanu Thoyib menyampaikan penilaian atas orasi ilmiah Erick Thohir. Menurutnya, orasi ilmiah bidang Manajemen Strategis ini menarik dan sangat penting. Orasi ilmiah ini sangat layak, Erick Thohir meraih gelar Doktor Honoris Causa, katanya.Pemberian gelar Doktor Honoris Causa kepada Erick Thohir ini disambut dengan aksi demonstrasi. Sekitar 80-an mahasiswa yang tergabung dalam Aliansi Mahasiswa Resah (Amarah) Universitas Brawijaya menolak pemberian gelar Doktor Honoris Causa tersebut.Puluhan mahasiswa itu menggelar demonstrasi di dekat gedung Samantha Krida Universitas Brawijaya yang menjadi lokasi acara penganugerahan gelar pada Jumat, 3 Maret 2023. Mereka bahkan telah berkumpul sejak acara belum dimulai.Akan tetapi langkah para mahasiswa itu terhenti karenamereka dilarang mendekati lokasi sidang senat terbuka di gedung Samantha Krida Universitas Brawijaya oleh aparat kepolisian dan satuan pengamanan kampus.Kami didorong dilarang mendekat untuk menyampaikan aspirasi langsung. Perut saya sempat dipukul orang berpakaian preman, kata salah seorang mahasiswa Ilmu Politik, Fakultas Ilmu Sosial dan Ilmu Politik, Fathir Fadhila Shafa.",news_article,0,human,human
news_521,"Jakarta, CNBC Indonesia - Pengembangan industri hilirisasi disebut Pejabat Gubernur Banten, Al Muktabar menjadi salah satu sektor unggulan Provinsi Banten dalam menarik investasi daerah. Dalam rangka hilirisasi di berbagai bidang, Provinsi Banten mengandalkan Kawasan Cilegon, Tanggerang dan Tanggerang Selatan. Agenda Investasi diharapkan bisa mendorong nilai tambah bisnis sekaligus memberikan dampak positif ke masyarakat daerah. Seperti apa strategi Pemprov Banten mendorong investasi dan pertumbuhan ekonomi 2023? Selengkapnya simak dialog Syarifah Rahma dengan Pejabat Gubernur Banten, Al Muktabar dalam Nation Hub, CNBC Indonesia (Kamis, 09/03/2023)",news_article,0,human,human
news_31,"**Judul:**
Dorong Integrasi Ekonomi, ASEAN Bahas Kendaraan Listrik hingga Ekonomi Biru

**Lead:**
Di tengah ketidakpastian global, negara-negara ASEAN terus memperkuat kerja sama ekonomi kawasan. Pertemuan *High-Level Task Force on ASEAN Economic Integration* (HLTF-EI) ke-43 yang digelar di Kabupaten Belitung, 2-3 Maret 2023, menjadi ajang merumuskan langkah strategis menghadapi berbagai tantangan, mulai dari dampak pandemi, perubahan iklim, hingga ketegangan geopolitik.

**Isi:**
Deputi Bidang Koordinasi Kerja Sama Ekonomi Internasional, Edi Prio Pambudi, menekankan pentingnya integrasi ekonomi dan pembangunan berkelanjutan. Menurutnya, penguatan ekonomi digital, pertumbuhan inklusif, rantai pasok regional-global, serta ketahanan bencana menjadi kunci adaptasi kawasan.

Dalam pertemuan itu, tiga isu utama menjadi prioritas selama Keketuaan Indonesia di ASEAN 2023: kendaraan listrik, transisi energi, dan ekonomi biru. Edi menyebut ASEAN memiliki sumber daya yang cukup untuk menjadikan sektor tersebut sebagai mesin pertumbuhan baru (*new engine growth*). Para anggota HLTF-EI pun mendukung penuh pengembangan ekosistem kendaraan listrik dari hulu ke hilir, termasuk investasi, produksi, hingga daur ulang baterai.

Untuk ekonomi biru, disepakati *Concept Note on the Development of ASEAN Blue Economy Framework* yang diharapkan menjadi panduan bagi kawasan dalam melindungi dan memanfaatkan potensi maritim secara berkelanjutan. Sementara di sektor energi, anggota ASEAN sepakat mendorong inisiatif Indonesia untuk memperkuat keamanan energi yang ramah lingkungan.",news_article,1,Big Pickle,accepted
news_567,"Jakarta, CNBC Indonesia - Presiden Joko Widodo (Jokowi) melakukan kunjungan ke Kantor Pelayanan Pajak (KPP) Pratama Surakarta hari ini, Kamis (9/3/2023). Dalam kunjungannya tersebut, Jokowi pun berbincang dengan para wajib pajak (WP) yang sedang melaporkan SPT. Kunjungan Jokowi tersebut dikonfirmasi oleh Kepala Kantor KPP Pratama Surakarta Herry Wirawan kepada CNBC Indonesia. Adapun, kunjungan ke KPP Pratama Surakarta tersebut berlangsung selama satu jam dari 15.30 WIB - 16.30 WIB. Herry menjelaskan, kunjungan kepala negara ke kantornya tersebut dalam rangka untuk melihat situasi dan kondisi KPP Pratama Surakarta saat ini. Jokowi datang bersama Menteri Keuangan Sri Mulyani Indrawati, serta Sekretaris Kabinet Pramono Anung dan Wakil Wali Kota Solo Teguh Prakosa dan Direktur Jenderal Pajak Suryo Utomo. Dalam perbincangannya dengan CNBC Indonesia, Herry menceritakan bagaimana herannya Jokowi karena masih banyak wajib pajak yang melaporkan Surat Pemberitahuan Tahunan (SPT) di kantor pajak. Sebab di era serba digitalisasi saat ini, pelaporan SPT pajak bisa dilakukan secara online. ""Beliau itu melihat kok masih banyak wajib pajak datang ke KPP, kan lapor pajak itu bisa online. Sehingga ditanya (oleh Jokowi) satu-satu tadi, 'kamu ngapain datang ke sini?',"" jelas Herry menceritakan situasi saat Jokowi bertanya pada WP yang ada di KPP Pratama Surakarta, Kamis (9/3/2023). Di tengah pertanyaan Jokowi kepada para WP tersebut, Jokowi pun sempat memamerkan bahwa dirinya sudah melakukan lapor SPT secara online. ""Beliau menunjukkan bukti laporannya itu. 'Saya nih sudah lapor online, gak usah datang ke KPP',"" jelas Herry menceritakan pernyataan Jokowi kepada WP. Pun, jawaban para WP, kata Herry bermacam-macam. Namun kebanyakan para WP yang datang, adalah untuk melakukan laporan SPT. ""Jawabannya macam-macam dan beda-beda. Ada yang jawab karena lupa E-Fin-nya, karena kan setahun sekali. Ada juga yang minta dibimbing untuk bagaimana cara mengisinya. Ada juga yang mau mengubah data alamat,"" kata Herry lagi.",news_article,0,human,human
news_0,"Berikut adalah penulisan ulang berita tersebut:

---

**Zona Penyangga Depo Plumpang yang Tak Kunjung Tuntas Kembali Jadi Sorotan**

**JAKARTA** – Persoalan zona penyangga atau *buffer zone* antara Depo Pertamina Plumpang, Jakarta Utara, dengan permukiman warga kembali mencuat setelah kebakaran hebat pada Jumat (3/3/2023). Usulan pembangunan kawasan steril yang telah bergulir sejak 2009 ini diakui Presiden Joko Widodo pernah dibahas di masa kepemimpinannya sebagai Gubernur DKI, sementara Penjabat (Pj) Gubernur DKI Heru Budi Hartono menyoroti lambatnya realisasi solusi demi keselamatan masyarakat.

Presiden Jokowi, saat meninjau pengungsi di Koja pada Minggu (5/3), mengungkapkan bahwa rencana pembuatan *buffer zone* berupa aliran air seperti sungai sempat dibahas di eranya menjabat Gubernur DKI (2012-2014). Namun, saat itu solusi komprehensif untuk relokasi warga di kawasan padat Tanah Merah belum tercapai. ""Keamanan masyarakat, keselamatan masyarakat harus menjadi titik yang utama,"" tegas Jokowi, mengingat objek vital di depo menyimpan bahan yang sangat berbahaya jika berdekatan dengan permukiman penduduk.

Senada, Pj Gubernur Heru Budi Hartono saat meninjau lokasi kejadian pada Jumat malam, mengingatkan kembali usulan pemerintah daerah pada 2009 mengenai *buffer zone* selebar 50 meter. Heru tidak merinci apakah rencana tersebut sudah direalisasikan sepenuhnya atau baru sebagian. ""Kami kembalikan ke Pertamina,"" ujarnya usai rapat darurat, menekankan tanggung jawab penindaklanjutan kepada Pertamina. Kebakaran Depo Plumpang menjadi pengingat pahit akan urgensi penataan kawasan demi mencegah insiden serupa.",news_article,1,Gemini Free,accepted
news_11,"**Judul: Putusan PN Jakpus Tunda Pemilu Picu Kontroversi**

**Lead:** Pengadilan Negeri (PN) Jakarta Pusat memicu kehebohan setelah memerintahkan Komisi Pemilihan Umum (KPU) menunda Pemilu 2024. Putusan yang dibacakan Kamis, 2 Maret 2023 itu langsung menuai reaksi beragam, mulai dari mantan hakim konstitusi, politikus, hingga pemerintah.

**Isi:** Gugatan diajukan Partai Prima yang dinyatakan tidak lolos verifikasi administrasi. Majelis hakim menilai KPU melakukan perbuatan melawan hukum sehingga Partai Prima dirugikan. Dalam putusannya, KPU diperintahkan mengulang tahapan pemilu dari awal selama 2 tahun 4 bulan 7 hari serta membayar ganti rugi Rp500 juta.

Mantan Ketua Mahkamah Konstitusi Hamdan Zoelva mengaku kaget. Ia mempertanyakan kompetensi hakim dalam memutus perkara semacam itu. Sementara itu, Menteri Koordinator Politik, Hukum, dan Keamanan Mahfud MD juga menyoroti putusan ini. Ia menegaskan bahwa pemilu adalah agenda nasional yang tahapannya sudah berjalan dan tidak bisa dihentikan begitu saja oleh pengadilan perdata.

Reaksi keras juga datang dari partai politik dan aktivis demokrasi. Sebagian menilai putusan ini mengancam kepastian hukum pemilu. KPU sendiri belum menyatakan sikap resmi, namun diduga akan mengajukan upaya hukum. Polemik ini masih berlanjut, dengan banyak pihak mendesak agar proses pemilu tetap berjalan sesuai jadwal.",news_article,1,DeepSeek V4 Flash Free,accepted
news_9,"**Judul: KPK Dalami Kaitan Rafael Alun dengan Mantan Pejabat Pajak Angin Prayitno**

**Lead:**
Komisi Pemberantasan Korupsi (KPK) terus mengusut kasus yang melibatkan pejabat pajak Rafael Alun Trisambodo. Lembaga antikorupsi itu juga akan menyelidiki kemungkinan keterkaitan Rafael dengan mantan Direktur Pemeriksaan dan Penagihan Ditjen Pajak, Angin Prayitno Aji, yang sudah terjerat kasus suap pajak.

**Isi:**
Kepala Bagian Pemberitaan KPK Ali Fikri mengatakan kasus Rafael sudah naik ke tahap penyelidikan. Namun, ia masih membatasi informasi karena prosesnya masih berjalan. ""Kami fokus menemukan unsur dugaan tindak pidana korupsi dulu,"" ujarnya di Jakarta, Selasa, 7 Februari 2023.

Laporan Majalah Tempo pada awal Maret lalu mengungkap kedekatan Rafael dengan Angin. Angin yang lulusan STAN 1981 disebut-sebut sebagai mentor Rafael. Deputi Pencegahan dan Monitoring KPK Pahala Nainggolan membenarkan lembaganya sudah mendengar informasi tersebut.

Angin sendiri divonis sembilan tahun penjara atas kasus gratifikasi dan suap pajak senilai Rp55 miliar. Ia mengaku kenal dengan Rafael, tapi membantah memiliki hubungan khusus. ""Tahu, hanya mengenal sebagai pegawai pajak,"" ujarnya singkat.

KPK berjanji akan terus mendalami semua pihak yang terkait dengan Rafael, termasuk potensi aliran dana atau keterlibatan orang lain. Proses penyelidikan masih berlangsung dan perkembangan akan diumumkan kemudian.",news_article,1,Go DeepSeek V4 Flash,accepted
news_38,"**Judul:** Partai Buruh Aksi Peringatan Hari Perempuan, Ribuan Massa Siap ke Istana

**Lead:** Jakarta – Partai Buruh akan menggelar demonstrasi di depan Istana Negara, Jakarta, pada Rabu, 8 Maret 2023, bertepatan dengan Hari Perempuan Internasional. Ketua Partai Buruh Said Iqbal menyebut ribuan massa dari berbagai elemen akan turun, mulai dari serikat buruh, nelayan, guru, hingga tenaga honorer perempuan.

**Isi:** ""Hampir seribuan buruh dan kelas pekerja akan berpartisipasi dalam aksi International Women's Day besok,"" ujar Said dalam konferensi pers virtual, Selasa, 7 Maret 2023. Ia menekankan tuntutan utama demo ini adalah kesetaraan perempuan, khususnya soal upah yang setara di sektor buruh, petani, nelayan, dan guru. Selain itu, aksi juga menyuarakan dukungan bagi korban kekerasan seksual dan KDRT.

""Intinya, tidak ada lagi kekerasan, tidak ada lagi pelecehan seksual, dan upah yang setara,"" tegasnya. Said juga mengkritik lambatnya pengesahan Rancangan Undang-Undang Perlindungan Pekerja Rumah Tangga (RUU PPRT) oleh DPR serta mendesak pencabutan Perpu Cipta Kerja. Partai Buruh berencana melanjutkan aksi dengan long march dari Bandung ke Jakarta sambil menyebarkan petisi penolakan terhadap Perpu Cipta Kerja dan dukungan pengesahan RUU PPRT. ""Kami akan bagikan selebaran untuk perjuangan perempuan, termasuk menolak omnibus law dan mendesak pengesahan RUU PPRT,"" pungkasnya.",news_article,1,Big Pickle,accepted
news_8,"**Judul: Gibran Blak-blakan Dukung Anies: Itu Bentuk Apresiasi Saya**

**Lead:**
Wali Kota Solo, Gibran Rakabuming Raka, secara terang-terangan menyatakan dukungannya kepada mantan Gubernur DKI Jakarta, Anies Baswedan. Pernyataan itu disampaikan Gibran saat ditanya soal perubahan header akun Twitter miliknya yang memuat cuitan bernada nyinyir sekaligus perbandingan dengan Anies.

**Isi:**
Gibran mengaku sengaja memasang header berisi tangkapan layar komentar dari akun @ojanuar1351. Dalam cuitan itu, penulis menyebut Gibran melakukan pencitraan serta membandingkannya dengan Anies. Tulisan di header itu bahkan mengandung kalimat dukungan untuk Anies pada Pilpres 2024.

“Ya, itu bentuk dukungan saya kepada Pak Anies. Saya mendukung,” ujar Gibran di Balai Kota Solo, Selasa, 7 Maret 2023.

Putra sulung Presiden Joko Widodo itu mengaku tidak mempermasalahkan jika dukungannya tersebut dikaitkan dengan pencalonan Anies sebagai presiden. Menurutnya, ia bisa mendukung siapa saja, dan alasannya sederhana: ia sangat mengapresiasi figur Anies.

Meski Anies merupakan bakal calon presiden dari partai lain, Gibran yakin langkahnya tidak akan menjadi masalah. “Lha salahku apa? Saya mendukung, biasa saja,” ucapnya santai ketika ditanya soal potensi teguran dari PDIP, partai yang menaunginya. Gibran menegaskan dukungannya murni bentuk penghargaan pribadi, bukan deklarasi politik resmi.",news_article,1,Go DeepSeek V4 Flash,accepted
news_33,"TEMPO.CO, Jakarta - Wakil Ketua Umum Partai Amanat Nasional (PAN) Viva Yoga Mauladi menilai perpindahan kader partainya ke Partai Ummat tak menjadi masalah. Dia menyatakan bahwa jumlah kader PAN yang pindah tak banyak.""Emang ada kader PAN yang pindah ke Partai Ummat. Tetapi tidak banyak. Tidak bedol desa,"" katanya saat dihubungi, Minggu, 5 Maret 2023.Viva mengatakan jumlah kader eks PAN yang belok haluan ke Partai Ummat masih dapat dihitung jari. Kendati demikian, Viva menyatakan lebih banyak kader baru yang bergabung dengan partainya.""Bisa dihitung dengan jari. Tetapi lebih banyak kader baru yang masuk ke PAN,"" sebutnya.Berbagai kalangan gabung ke PANViva menyampaikan saat ini PAN punya banyak kader baru yang berasal dari berbagai latara belakang. Misalnya kata Viva, dari kalangan purnawirawan TNI, kader parpol, kaum netizen dan golongan profesional lainnya.""Antaranya dari artis, pengusaha, akademisi, atau tokoh agama,"" beber Viva.Dia pun menegaskan tak ada anggota fraksi PAN saat ini yang pindah ke partai besutan Amien Rais tersebut.""Sampai saat ini tidak ada anggota legislatif PAN yang pindah ke partai Ummat,"" kata dia.PAN fokus konsolidasiDia pun tak mau memusingkan soal sejumlah kader PAN yang pindah ke Partai Ummat. Dia menyatakan mereka saat ini tengah sibuk mempersiapkan pemilu dengan sejumlah konsolidas, yang mana tegas kalau gerakan PAN adalah inklusifitas.""Gerakannya sebagai partai yang inklusif, menghargai nilai kemanusiaan dan kemajemukan,"" kata dia.Sehingga menurut Viva, saat ini PAN menjadi partai yang dapat menarik perhatian publik karena banyak diminati oleh masyarakat Indonesia.""Alhamdulilah PAN sekarang lebih cerah, gembira, diminati oleh masyarakat,"" ungkapnya.PAN tidak kekurangan kader partaiWakil Ketua Umum PAN lainnya, Yandri Susanto mengatakan walaupun ada sejumlah kader PAN yang keluar dari partai dan berlabuh pada partai lain tidak mempengaruhi mobilitas partainya. Hal tersebut lantaran diikuti dengan jumlah kader baru yang masuk PAN.""Insya Allah tidak kekurangan kader mana sekarang lebih banyak yang bergabung ke Pan,"" kata dia.Partai Ummat merupakan satu dari 18 partai politik yang lolos verifikasi sebagai peserta Pemilu 2024. Partai tersebut didirikan oleh salah satu pendiri PAN yang juga pernah menjabat sebagai Ketua Majelis Permusyawaratan Rakyat, Amien Rais.",news_article,0,human,human
